INSTNM,STABBR,CONTROL,COMPL_RPY_1YR_RT,PCTPELL,COSTT4_A,MD_EARN_WNE_P10,GRAD_DEBT_MDN,COMPL_RPY_3YR_RT,UGDS,PREDDEG,repayment_risk
University of Vermont,VT,1,0.8369734789,0.1315,35649.0,62472.0,20951.0,0.8666919863,11743.0,3,0
Advanced Technology Institute,VA,3,0.3508287293,0.374,23713.0,46342.0,14873.0,0.3901098901,415.0,1,1
Averett University,VA,2,0.5514223195,0.411,53460.0,51516.0,25000.0,0.6210526316,1231.0,3,0
Blue Ridge Community College,VA,1,0.6046511628,0.3163,20788.0,42644.0,10409.0,0.6480686695,2730.0,1,0
Bluefield University,VA,2,0.6603773585,0.5136,42539.0,48896.0,21855.0,0.7044025157,614.0,3,0
Bridgewater College,VA,2,0.8171806167,0.2983,58702.0,53453.0,26000.0,0.8087318087,1400.0,3,0
William & Mary,VA,1,0.8324661811,0.1245,43035.0,73490.0,18500.0,0.8671952428,7055.0,3,0
Regent University,VA,2,0.5566037736,0.5115,32838.0,44498.0,24534.0,0.583518931,4729.0,3,0
Central Virginia Community College,VA,1,0.4736842105,0.3639,12829.0,36627.0,8625.0,0.6136363636,2249.0,1,0
Christopher Newport University,VA,1,0.8103044496,0.1613,33766.0,60509.0,25000.0,0.8325892857,4365.0,3,0
Bryant & Stratton College-Virginia Beach,VA,2,0.24356324,0.6484,23803.0,32568.0,21549.0,0.3042521994,1709.0,2,1
Mountain Gateway Community College,VA,1,0.5681818182,0.2675,12565.0,34293.0,9182.0,0.6170212766,425.0,1,0
Danville Community College,VA,1,0.4769230769,0.3684,14126.0,31664.0,9000.0,0.5069444444,1306.0,1,0
Eastern Virginia Medical School,VA,1,0.5809698079,,,54914.0,24000.0,0.6198882024,,4,0
Centura College-Virginia Beach,VA,3,0.1101321586,0.125,,25930.0,14750.0,0.1728665208,0.0,1,1
Emory & Henry University,VA,2,0.6567164179,0.3848,52854.0,47385.0,26332.0,0.7438423645,1078.0,3,0
Eastern Mennonite University,VA,2,0.8498023715,0.3268,56756.0,54869.0,24813.0,0.875,754.0,3,0
Ferrum College,VA,2,0.5598290598,0.5427,54526.0,44296.0,27000.0,0.618852459,699.0,3,0
George Mason University,VA,1,0.75942156,0.3013,28604.0,76343.0,19500.0,0.8004206099,27752.0,3,0
Germanna Community College,VA,1,0.5700934579,0.265,12249.0,39644.0,8400.0,0.547826087,5508.0,1,0
Hampden-Sydney College,VA,2,0.819047619,0.2263,70325.0,67640.0,26000.0,0.8790697674,946.0,3,0
Hampton University,VA,2,0.4450980392,0.3935,46027.0,59159.0,25442.0,0.5309325946,3727.0,3,0
Hollins University,VA,2,0.5846153846,0.3944,58698.0,40075.0,27000.0,0.6519607843,665.0,3,0
J Sargeant Reynolds Community College,VA,1,0.4541751527,0.3192,12428.0,39529.0,10500.0,0.5088408644,5586.0,2,0
James Madison University,VA,1,0.8487084871,0.1712,31735.0,69954.0,20093.0,0.8707564026,20888.0,3,0
Brightpoint Community College,VA,1,0.4639175258,0.2252,12196.0,41223.0,9500.0,0.5572755418,5792.0,2,0
Liberty University,VA,2,0.5594792965,0.3834,42025.0,44813.0,24500.0,0.612003718,50012.0,3,0
Longwood University,VA,1,0.8110014104,0.2771,34588.0,52347.0,25000.0,0.832884097,3015.0,3,0
Laurel Ridge Community College,VA,1,0.5948275862,0.1793,12110.0,41000.0,9750.0,0.6062992126,3195.0,1,0
University of Lynchburg,VA,2,0.7315175097,0.279,50067.0,56380.0,27000.0,0.7782101167,1577.0,3,0
Centra College,VA,2,0.7692307692,0.467,,60122.0,15250.0,0.7719298246,219.0,2,0
Mary Baldwin University,VA,2,0.5636363636,0.5532,45935.0,44427.0,26586.0,0.6441281139,1090.0,3,0
University of Mary Washington,VA,1,0.7851239669,0.2105,31137.0,60613.0,20500.0,0.830449827,3566.0,3,0
Marymount University,VA,2,0.7028688525,0.2306,57184.0,67516.0,25000.0,0.7715430862,1810.0,3,0
American National University,VA,3,0.1553328561,0.6827,25159.0,26370.0,12814.0,0.2385321101,630.0,2,1
New River Community College,VA,1,0.5224489796,0.2276,13864.0,40025.0,9000.0,0.5437956204,1965.0,1,0
Sentara College of Health Sciences,VA,2,0.7605633803,0.3498,,77821.0,19450.0,0.7851851852,242.0,3,0
Tidewater Tech-Trades,VA,3,0.1796246649,0.5953,31796.0,31657.0,9500.0,0.2131578947,367.0,1,1
Norfolk State University,VA,1,0.3018500487,0.6497,26633.0,44666.0,29000.0,0.3725850966,5392.0,3,1
Northern Virginia Community College,VA,1,0.5831501832,0.2021,17153.0,53557.0,11000.0,0.6130520765,33048.0,2,0
Old Dominion University,VA,1,0.5809698079,0.3682,29446.0,54914.0,24000.0,0.6198882024,17514.0,3,0
Southside College of Health Sciences,VA,2,0.6333333333,0.337,,71380.0,13758.0,0.6774193548,151.0,2,0
Piedmont Virginia Community College,VA,1,0.5310734463,0.2509,13297.0,40752.0,8750.0,0.5894736842,3045.0,2,0
Radford University,VA,1,0.7258748674,0.3713,28405.0,53739.0,24000.0,0.7732647815,6038.0,3,0
Randolph-Macon College,VA,2,0.795379538,0.1987,63985.0,58448.0,27000.0,0.8348909657,1639.0,3,0
Randolph College,VA,2,0.6901408451,0.4584,45040.0,53409.0,26950.0,0.7013888889,658.0,3,0
Fortis College-Norfolk,VA,3,0.2421052632,0.7841,32005.0,32754.0,9500.0,0.2724935733,399.0,1,1
Richard Bland College,VA,1,0.4117647059,0.1624,24206.0,41452.0,11000.0,0.5360824742,894.0,2,0
Bon Secours Memorial College of Nursing,VA,2,0.8045977011,0.2746,,77014.0,26500.0,0.8023255814,591.0,3,0
University of Richmond,VA,2,0.7776261937,0.1716,80961.0,76178.0,21000.0,0.8057742782,2980.0,3,0
Riverside College of Health Careers,VA,2,0.628959276,0.4615,27018.0,66072.0,14787.0,,350.0,2,0
Roanoke College,VA,2,0.7613843352,0.244,54283.0,58047.0,27000.0,0.8057553957,1767.0,3,0
Shenandoah University,VA,2,0.7194805195,0.1892,51928.0,58433.0,25000.0,0.764556962,2116.0,3,0
Southern Virginia University,VA,2,0.6388888889,0.4519,34431.0,50002.0,24224.0,0.6375,936.0,3,0
Strayer University-Virginia,VA,3,0.3378640777,0.5935,25158.0,40092.0,40621.0,0.4244974287,1668.0,3,1
Sweet Briar College,VA,2,0.7482517483,0.3103,43898.0,51943.0,27000.0,0.82,443.0,3,0
Virginia Peninsula Community College,VA,1,0.4784810127,0.2603,13576.0,37996.0,9500.0,0.5206812652,3941.0,2,0
Tidewater Community College,VA,1,0.4693877551,0.3006,19788.0,38349.0,10000.0,0.5226977951,12082.0,2,0
University of Virginia's College at Wise,VA,1,0.6604477612,0.3977,26593.0,45325.0,16750.0,0.7122807018,1101.0,3,0
Virginia Polytechnic Institute and State University,VA,1,0.8283226208,0.1529,36951.0,81698.0,21500.0,0.8591606134,30923.0,3,0
Virginia Western Community College,VA,1,0.5428571429,0.3032,11768.0,38787.0,11000.0,0.5909090909,3898.0,1,0
Virginia Commonwealth University,VA,1,0.5992438563,0.3119,38954.0,58128.0,21500.0,0.6468686869,20753.0,3,0
University of Virginia-Main Campus,VA,1,0.8636977058,0.1555,39926.0,86863.0,17500.0,0.8901581722,17597.0,3,0
Virginia Military Institute,VA,1,0.8609271523,0.1647,34824.0,77369.0,22996.0,0.8906752412,1527.0,3,0
Virginia State University,VA,1,0.30234375,0.7213,27661.0,45543.0,26500.0,0.3820306793,5074.0,3,1
Virginia Union University,VA,2,0.237704918,0.6867,29075.0,38275.0,29000.0,0.377593361,1203.0,3,1
Virginia Wesleyan University,VA,2,0.6475644699,0.2712,51255.0,50074.0,27000.0,0.6933333333,1256.0,3,0
Wytheville Community College,VA,1,0.7916666667,0.3832,12111.0,34303.0,7500.0,0.7333333333,1255.0,1,0
Bellevue College,WA,1,0.5979112272,0.0992,20309.0,56310.0,12375.0,0.6330935252,7364.0,2,0
Bellingham Technical College,WA,1,0.5341176471,0.3086,16104.0,49748.0,17459.0,0.5902777778,1733.0,1,0
Big Bend Community College,WA,1,0.461928934,0.3494,21661.0,43814.0,9166.0,0.515,1272.0,2,0
Central Washington University,WA,1,0.6829721362,0.2828,28816.0,61580.0,19500.0,0.7245145631,7833.0,3,0
City University of Seattle,WA,2,0.6094674556,0.107,,69460.0,25000.0,0.6480446927,1137.0,3,0
Paul Mitchell the School-Richland,WA,3,0.656,0.6455,,27407.0,9917.0,0.6825396825,256.0,1,0
Clark College,WA,1,0.4325529543,0.2406,19668.0,42356.0,10881.0,0.5020703934,4945.0,2,0
Clover Park Technical College,WA,1,0.4810810811,0.1813,18882.0,41787.0,12112.0,0.5387387387,2636.0,1,0
Columbia Basin College,WA,1,0.6009389671,0.2572,18261.0,46680.0,14829.0,0.6561085973,4640.0,2,0
Cornish College of the Arts,WA,2,0.63671875,0.2988,60273.0,33696.0,27000.0,0.70703125,488.0,3,0
Divers Institute of Technology,WA,3,0.5828571429,0.3901,,62489.0,9500.0,0.5989010989,198.0,1,0
Eastern Washington University,WA,1,0.6871633752,0.351,24478.0,57897.0,19500.0,0.7418796016,6222.0,3,0
Edmonds College,WA,1,0.5538461538,0.1395,20062.0,48144.0,11855.0,0.5714285714,3656.0,2,0
Everett Community College,WA,1,0.5408970976,0.1713,20451.0,45434.0,10417.0,0.6015037594,4709.0,2,0
The Evergreen State College,WA,1,0.5315614618,0.4156,28477.0,45320.0,20500.0,0.6038961039,2160.0,3,0
Pierce College District,WA,1,0.4977272727,0.2259,18085.0,47532.0,12000.0,0.5462365591,5313.0,2,0
Gonzaga University,WA,2,0.864608076,0.1441,73178.0,78892.0,24454.0,0.8918918919,5198.0,3,0
Grays Harbor College,WA,1,0.4586466165,0.2796,15708.0,40865.0,11075.0,0.4489795918,1010.0,2,0
Green River College,WA,1,0.5119047619,0.1856,22040.0,50712.0,11891.0,0.5694050992,4965.0,2,0
Toni & Guy Hairdressing Academy-Shoreline,WA,3,0.5128205128,0.3364,,29827.0,9090.0,0.5569620253,131.0,1,0
Heritage University,WA,2,0.5071428571,0.6667,31209.0,49416.0,14573.0,0.5971731449,812.0,3,0
Highline College,WA,1,0.476744186,0.1912,18812.0,47869.0,9500.0,0.5639534884,3838.0,2,0
Bastyr University,WA,2,0.5367231638,0.1379,,49364.0,13817.0,0.6193181818,39.0,3,0
Bates Technical College,WA,1,0.6,0.115,18837.0,50051.0,,0.7009345794,1813.0,1,0
Lake Washington Institute of Technology,WA,1,0.6212871287,0.1343,16339.0,50669.0,15047.0,0.6763990268,2406.0,1,0
Lower Columbia College,WA,1,0.4114583333,0.3648,16169.0,40691.0,10506.0,0.4734177215,1932.0,2,0
Northwest University,WA,2,0.7692307692,0.2533,50501.0,54914.0,20891.0,0.8037735849,645.0,3,0
Olympic College,WA,1,0.5664893617,0.186,15585.0,43169.0,12000.0,0.6164021164,3826.0,2,0
Perry Technical Institute,WA,2,0.6471544715,0.5612,,57764.0,14139.0,0.6546644845,1072.0,1,0
Pacific Lutheran University,WA,2,0.7820359281,0.3527,62459.0,66990.0,22578.0,0.8277841561,2401.0,3,0
Peninsula College,WA,1,0.4185022026,0.3157,18514.0,37078.0,15786.0,0.4605809129,1263.0,1,0
University of Puget Sound,WA,2,0.803986711,0.1728,78378.0,69594.0,25000.0,0.8482428115,1594.0,3,0
Renton Technical College,WA,1,0.6744186047,0.2095,17585.0,49782.0,7920.0,0.6592920354,1783.0,1,0
Saint Martin's University,WA,2,0.7398373984,0.4191,62449.0,62092.0,22500.0,0.76171875,1158.0,3,0
Seattle Pacific University,WA,2,0.8414414414,0.3534,56826.0,64506.0,24000.0,0.8683274021,1762.0,3,0
Seattle University,WA,2,0.7884761183,0.2357,72124.0,75272.0,19883.0,0.8372268274,4062.0,3,0
Shoreline Community College,WA,1,0.7277486911,0.1274,16671.0,52009.0,12021.0,0.7425742574,3046.0,2,0
Skagit Valley College,WA,1,0.6062992126,0.2108,14866.0,43505.0,13805.0,0.6740740741,2477.0,2,0
South Puget Sound Community College,WA,1,0.5445026178,0.2241,17888.0,45039.0,11000.0,0.5658536585,3075.0,2,0
Spokane Community College,WA,1,0.5085551331,0.3174,13839.0,41984.0,13501.0,0.5543278085,4533.0,2,0
Spokane Falls Community College,WA,1,0.5,0.2949,15685.0,38955.0,12000.0,0.5588865096,3199.0,2,0
Stylemaster College of Hair Design,WA,3,0.2738095238,0.7444,,20580.0,8953.0,0.2738095238,50.0,1,1
Tacoma Community College,WA,1,0.4703632887,0.258,16766.0,47168.0,13000.0,0.5652951699,4668.0,2,0
Walla Walla Community College,WA,1,0.5142276423,0.3162,19268.0,43526.0,14000.0,0.56640625,2418.0,2,0
Walla Walla University,WA,2,0.72,0.2598,45903.0,61885.0,26842.0,0.7973856209,1252.0,3,0
Washington State University,WA,1,0.768071045,0.2738,27648.0,68905.0,19500.0,0.8223472669,21099.0,3,0
University of Washington-Seattle Campus,WA,1,0.780047758,0.1486,32446.0,78466.0,14615.0,0.8370859213,31942.0,3,0
Wenatchee Valley College,WA,1,0.5628571429,0.2731,20827.0,41127.0,10332.0,0.608815427,1759.0,2,0
Western Washington University,WA,1,0.7447657029,0.2089,30359.0,62569.0,18500.0,0.7942427216,13544.0,3,0
Whatcom Community College,WA,1,0.5165289256,0.2057,19672.0,44092.0,10643.0,0.5660377358,2378.0,2,0
Whitman College,WA,2,0.9317406143,0.1632,78092.0,67589.0,18437.0,0.9470198675,1531.0,3,0
Whitworth University,WA,2,0.7485632184,0.2945,68516.0,58561.0,25000.0,0.7862165963,1858.0,3,0
Yakima Valley College,WA,1,0.523364486,0.3809,21199.0,43499.0,13966.0,0.5887640449,2770.0,2,0
Bethany College,WV,2,0.6279069767,0.5116,50758.0,44512.0,27000.0,0.7471264368,614.0,3,0
Bluefield State University,WV,1,0.4900990099,0.4444,21839.0,38217.0,18250.0,0.5668202765,1042.0,3,0
University of Charleston,WV,2,0.6476510067,0.3143,46470.0,55774.0,19500.0,0.6928104575,2259.0,3,0
Concord University,WV,1,0.5685483871,0.4952,20434.0,42703.0,18900.0,0.6174242424,1504.0,3,0
Davis & Elkins College,WV,2,0.625698324,0.4334,44888.0,43411.0,27000.0,0.7191011236,661.0,3,0
Fairmont State University,WV,1,0.5373493976,0.3429,20018.0,46857.0,21000.0,0.5892648775,2590.0,3,0
Glenville State University,WV,1,0.4635193133,0.3912,23591.0,39315.0,25000.0,0.5189873418,1096.0,2,0
Huntington Junior College,WV,2,0.2651515152,0.9043,17951.0,21783.0,21604.0,0.3186813187,181.0,2,1
Marshall University,WV,1,0.5118978526,0.3868,22022.0,46354.0,23250.0,0.5419426049,7266.0,3,0
West Virginia University at Parkersburg,WV,1,0.4970414201,0.3278,9420.0,35171.0,12570.0,0.5260115607,1868.0,2,0
Potomac State College of West Virginia University,WV,1,0.6723950402,0.3781,17619.0,55939.0,22500.0,0.7177013423,853.0,2,0
Salem University,WV,3,0.3431952663,0.7461,18650.0,34642.0,24694.0,0.5,892.0,3,1
Shepherd University,WV,1,0.6178343949,0.2943,19601.0,49358.0,21600.0,0.6582125604,2344.0,3,0
West Virginia State University,WV,1,0.3881578947,0.2014,19772.0,40492.0,23338.0,0.4724576271,1321.0,3,1
West Liberty University,WV,1,0.599469496,0.3188,23809.0,43296.0,23250.0,0.6159600998,1511.0,3,0
West Virginia University Institute of Technology,WV,1,0.6723950402,0.2738,18907.0,55939.0,22500.0,0.7177013423,981.0,3,0
West Virginia Wesleyan College,WV,2,0.7308868502,0.3763,48190.0,51593.0,27000.0,0.783625731,954.0,3,0
West Virginia Junior College-Charleston,WV,3,0.3185185185,0.7382,22249.0,27472.0,8270.0,0.3734939759,394.0,2,1
West Virginia Junior College-Morgantown,WV,3,0.4415584416,0.7449,24052.0,31912.0,9881.0,0.5,673.0,2,0
International Beauty School 4,WV,3,0.2786885246,0.7265,,18906.0,6333.0,0.3114754098,86.0,1,1
West Virginia Northern Community College,WV,1,0.5,0.3682,13512.0,30162.0,10245.0,0.5,1014.0,2,0
West Virginia University,WV,1,0.6723950402,0.2157,26415.0,55939.0,22500.0,0.7177013423,17385.0,3,0
Wheeling University,WV,2,0.6342857143,0.3156,42504.0,57949.0,25125.0,0.7071823204,589.0,3,0
VICI Beauty School,WI,3,0.5433333333,0.627,,32393.0,6333.0,0.5789473684,109.0,1,0
Alverno College,WI,2,0.6080139373,0.451,51362.0,53145.0,27000.0,0.6795952782,631.0,3,0
Madison Area Technical College,WI,1,0.6091205212,0.2001,19434.0,45413.0,14060.0,0.6573556797,10073.0,1,0
Beloit College,WI,2,0.7885196375,0.2964,71365.0,53260.0,25738.0,0.8618618619,926.0,3,0
Blackhawk Technical College,WI,1,0.5439739414,0.3642,15522.0,41620.0,9550.0,0.5660377358,2488.0,1,0
Carroll University,WI,2,0.7793733681,0.2291,52639.0,58009.0,27000.0,0.8272383354,2523.0,3,0
Carthage College,WI,2,0.7589576547,0.271,50822.0,56950.0,26000.0,0.8083067093,2660.0,3,0
Concordia University-Wisconsin,WI,2,0.6794871795,0.2673,53315.0,56075.0,25750.0,0.7299168975,2197.0,3,0
Edgewood College,WI,2,0.78515625,0.2578,50903.0,59728.0,24424.0,0.8128654971,1107.0,3,0
Fox Valley Technical College,WI,1,0.726984127,0.1302,16862.0,45684.0,10402.0,0.769470405,5825.0,1,0
Gateway Technical College,WI,1,0.438748914,0.1698,16242.0,40264.0,12165.0,0.4770258981,4759.0,1,0
Lakeland University,WI,2,0.6578947368,0.2515,48840.0,55961.0,25000.0,0.7183770883,1212.0,3,0
Lakeshore Technical College,WI,1,0.7013752456,0.211,14599.0,47113.0,7000.0,0.7415730337,1886.0,1,0
Lawrence University,WI,2,0.7763578275,0.2199,69849.0,55789.0,26000.0,0.8240740741,1396.0,3,0
Maranatha Baptist University,WI,2,0.8425925926,0.3399,37092.0,45593.0,14143.0,0.880733945,541.0,3,0
Marian University,WI,2,0.7159309021,0.3259,44450.0,53501.0,25000.0,0.758812616,1010.0,3,0
Marquette University,WI,2,0.8375273523,0.1839,66768.0,78257.0,23940.0,0.8521052632,7660.0,3,0
Mid-State Technical College,WI,1,0.6502546689,0.2377,15840.0,42253.0,8000.0,0.6853377265,2288.0,1,0
Milwaukee Area Technical College,WI,1,0.5161290323,0.3998,17359.0,41113.0,14955.0,0.5833814195,12024.0,1,0
Milwaukee Institute of Art & Design,WI,2,0.6201923077,0.3729,53528.0,41174.0,27000.0,0.6699507389,837.0,3,0
Milwaukee School of Engineering,WI,2,0.9219968799,0.2417,62648.0,89070.0,27000.0,0.9475308642,2654.0,3,0
Moraine Park Technical College,WI,1,0.6673913043,0.1719,14583.0,44371.0,8225.0,0.7068965517,2464.0,1,0
Mount Mary University,WI,2,0.5684931507,0.5941,49270.0,48745.0,25288.0,0.6430976431,631.0,3,0
Nicolet Area Technical College,WI,1,0.6089385475,0.3159,14072.0,38643.0,7837.0,0.6553672316,663.0,1,0
Northcentral Technical College,WI,1,0.6392694064,0.1872,15768.0,44925.0,7500.0,0.681547619,3257.0,1,0
Northeast Wisconsin Technical College,WI,1,0.6317241379,0.1792,15436.0,44553.0,11719.0,0.6796769852,5704.0,1,0
Northland College,WI,2,0.7323943662,0.3188,56889.0,44560.0,25450.0,0.7714285714,269.0,3,0
Ripon College,WI,2,0.7910447761,0.3379,63540.0,54902.0,27000.0,0.8362369338,688.0,3,0
Southwest Wisconsin Technical College,WI,1,0.6926503341,0.2016,16662.0,43470.0,7500.0,0.7282608696,1313.0,1,0
Viterbo University,WI,2,0.7667238422,0.2626,45558.0,55660.0,25000.0,0.7970049917,1249.0,3,0
Chippewa Valley Technical College,WI,1,0.6362378976,0.1743,16986.0,46297.0,11432.0,0.6693602694,4272.0,1,0
Waukesha County Technical College,WI,1,0.5716216216,0.1015,15531.0,46894.0,12000.0,0.6121919585,4955.0,1,0
Western Technical College,WI,1,0.6338862559,0.3221,16078.0,45303.0,11500.0,0.6864111498,3183.0,2,0
University of Wisconsin-Whitewater,WI,1,0.7621320605,0.2517,18719.0,55356.0,23188.0,0.802483508,9405.0,3,0
Northwood Technical College,WI,1,0.7116935484,0.305,14981.0,43406.0,8250.0,0.7384305835,2149.0,1,0
University of Wisconsin-Eau Claire,WI,1,0.8140562249,0.1964,21705.0,58561.0,20909.0,0.839093702,8895.0,3,0
University of Wisconsin-Green Bay,WI,1,0.7273927393,0.2183,19366.0,52528.0,18500.0,0.7596401028,6341.0,3,0
University of Wisconsin-La Crosse,WI,1,0.8410563029,0.1441,19593.0,60378.0,22500.0,0.8575485092,9277.0,3,0
Wisconsin Lutheran College,WI,2,0.8427947598,0.286,48785.0,54664.0,26000.0,0.8340425532,943.0,3,0
University of Wisconsin-Oshkosh,WI,1,0.784789644,0.1607,19652.0,55548.0,21500.0,0.8326078354,6877.0,3,0
University of Wisconsin-Parkside,WI,1,0.5877192982,0.3503,18199.0,51129.0,20492.0,0.662665066,2844.0,3,0
Herzing University-Madison,WI,2,0.3902261123,0.6937,27939.0,36909.0,21500.0,0.4517045455,2494.0,1,1
University of Wisconsin-Stout,WI,1,0.8239299611,0.2386,22797.0,58084.0,23000.0,0.8520114943,5842.0,3,0
University of Wisconsin-Superior,WI,1,0.6132231405,0.3082,19860.0,49606.0,22500.0,0.6884984026,1807.0,3,0
University of Wisconsin-Madison,WI,1,0.8540063802,0.1594,28679.0,73792.0,20484.0,0.8777717685,36902.0,3,0
University of Wisconsin-Milwaukee,WI,1,0.721842317,0.3275,22756.0,54990.0,23000.0,0.7699786117,16758.0,3,0
University of Wisconsin-Platteville,WI,1,0.8601485149,0.211,21266.0,61760.0,21977.0,0.8886872353,5837.0,3,0
University of Wisconsin-River Falls,WI,1,0.800124533,0.2083,19781.0,54458.0,20500.0,0.833836858,4205.0,3,0
University of Wisconsin-Stevens Point,WI,1,0.7907390917,0.287,20079.0,52021.0,21503.0,0.8231733679,7306.0,3,0
Casper College,WY,1,0.7291666667,0.2391,15256.0,40935.0,9534.0,0.72,2204.0,2,0
Central Wyoming College,WY,1,0.5519480519,0.1883,16891.0,34402.0,8361.0,0.5889570552,1054.0,2,0
Eastern Wyoming College,WY,1,0.7,0.1298,14076.0,37121.0,7000.0,0.7840909091,482.0,2,0
Laramie County Community College,WY,1,0.7472527473,0.265,13504.0,44783.0,11000.0,0.7578947368,2799.0,2,0
Northwest College,WY,1,0.6428571429,0.1784,16898.0,36950.0,10000.0,0.7291666667,890.0,2,0
Northern Wyoming Community College District,WY,1,0.7537688442,0.1822,17001.0,40477.0,8622.0,0.7777777778,1610.0,2,0
Western Wyoming Community College,WY,1,0.6793478261,0.1952,14532.0,40939.0,9000.0,0.703125,1319.0,2,0
Cheeks Beauty Academy,WY,3,0.4038461538,0.6491,,25459.0,7000.0,0.4716981132,47.0,1,1
WyoTech,WY,3,0.445537428,0.4274,,50167.0,6800.0,0.4983285578,1334.0,1,0
University of Wyoming,WY,1,0.8425925926,0.2275,24818.0,56880.0,18000.0,0.8701077708,7944.0,3,0
University of Guam,GU,1,0.6136363636,0.4528,14961.0,35946.0,16786.0,0.7222222222,2515.0,3,0
Universidad Adventista de las Antillas,PR,2,0.4816753927,0.7913,16834.0,28465.0,15750.0,0.555,830.0,3,0
Atlantic University,PR,2,0.5964912281,0.8451,12986.0,25272.0,5457.0,0.6581196581,1451.0,3,0
Universidad Central de Bayamon,PR,2,0.4630872483,0.7844,12976.0,25021.0,9393.0,0.5157232704,539.0,3,0
Albizu University-San Juan,PR,2,0.4455445545,0.6885,18382.0,41544.0,5500.0,0.5065502183,728.0,3,0
Caribbean University-Bayamon,PR,2,0.3469387755,0.7683,9835.0,22842.0,10500.0,0.4100877193,639.0,1,1
Caribbean University-Carolina,PR,2,0.3469387755,0.6772,10710.0,22842.0,10500.0,0.4100877193,99.0,3,1
Pontifical Catholic University of Puerto Rico-Arecibo,PR,2,0.377654663,0.6885,18678.0,24908.0,15500.0,0.4534482759,273.0,3,1
Pontifical Catholic University of Puerto Rico-Ponce,PR,2,0.377654663,0.8065,20508.0,24908.0,15500.0,0.4534482759,3874.0,3,1
CEM College-San Juan,PR,3,0.5503875969,0.9209,19241.0,21033.0,5000.0,0.5801526718,119.0,1,0
